date,low_price,high_price,close_price,open_price,volume,time
2021-04-18 00:52:00,59712.67,59820.65,59727.47,59818.62,7.36390727,1618707120
2021-04-18 00:53:00,59703.4,59753.67,59703.41,59718.01,4.22000527,1618707180
2021-04-18 00:54:00,59606.23,59703.41,59608.1,59703.41,8.99202975,1618707240
2021-04-18 00:55:00,59575.0,59608.1,59575.0,59608.09,11.93106834,1618707300
2021-04-18 00:56:00,59555.0,59722.33,59719.29,59575.01,17.35864369,1618707360
2021-04-18 00:57:00,59654.61,59722.6,59677.03,59718.95,4.564351,1618707420
2021-04-18 00:58:00,59519.28,59679.52,59536.02,59679.52,11.99395542,1618707480
2021-04-18 00:59:00,59445.78,59539.97,59473.66,59528.22,21.63084737,1618707540
2021-04-18 01:00:00,59420.0,59587.63,59557.31,59473.65,31.74430692,1618707600
2021-04-18 01:01:00,59542.2,59664.2,59664.2,59560.27,16.83311111,1618707660
2021-04-18 01:02:00,59643.89,59729.57,59729.56,59664.2,8.7781488,1618707720
2021-04-18 01:03:00,59655.15,59729.57,59656.18,59729.57,6.13839966,1618707780
2021-04-18 01:04:00,59624.57,59700.0,59624.57,59656.18,9.55841838,1618707840
2021-04-18 01:05:00,59609.28,59705.79,59669.89,59624.57,11.17955964,1618707900
2021-04-18 01:06:00,59616.73,59692.33,59644.93,59670.98,8.7727433,1618707960
2021-04-18 01:07:00,59626.13,59661.09,59626.14,59644.94,7.46368556,1618708020
2021-04-18 01:08:00,59626.12,59700.0,59700.0,59626.14,6.40081819,1618708080
2021-04-18 01:09:00,59650.0,59700.0,59650.0,59700.0,5.62097735,1618708140
2021-04-18 01:10:00,59559.6,59650.01,59564.26,59650.0,12.95959613,1618708200
2021-04-18 01:11:00,59462.61,59564.26,59498.97,59564.26,9.75640143,1618708260
2021-04-18 01:12:00,59498.97,59584.11,59532.8,59498.97,8.59275347,1618708320
2021-04-18 01:13:00,59413.46,59532.8,59413.46,59532.74,11.78637998,1618708380
2021-04-18 01:14:00,59313.33,59459.48,59341.16,59413.46,25.02023611,1618708440
2021-04-18 01:15:00,59173.0,59341.15,59173.0,59341.15,83.53096057,1618708500
2021-04-18 01:16:00,59125.76,59300.0,59293.66,59173.0,38.35694515,1618708560
2021-04-18 01:17:00,59108.02,59279.7,59135.33,59279.69,28.24378543,1618708620
2021-04-18 01:18:00,59100.0,59186.18,59156.44,59135.33,30.33167037,1618708680
2021-04-18 01:19:00,59150.0,59223.18,59187.25,59156.43,12.34277605,1618708740
2021-04-18 01:20:00,59104.36,59187.25,59144.7,59187.25,13.43401501,1618708800
2021-04-18 01:21:00,59007.0,59200.0,59200.0,59152.53,71.39300889,1618708860
2021-04-18 01:22:00,59199.99,59484.39,59410.71,59200.0,27.3354847,1618708920
2021-04-18 01:23:00,59354.2,59481.67,59383.01,59410.7,13.14916484,1618708980
2021-04-18 01:24:00,59281.0,59411.37,59314.66,59383.0,7.27418826,1618709040
2021-04-18 01:25:00,59314.12,59468.03,59468.03,59314.67,24.78547887,1618709100
2021-04-18 01:26:00,59422.06,59498.81,59425.01,59468.03,9.97951546,1618709160
2021-04-18 01:27:00,59358.94,59474.63,59374.42,59425.01,12.37727845,1618709220
2021-04-18 01:28:00,59362.0,59444.14,59437.68,59376.77,5.85313304,1618709280
2021-04-18 01:29:00,59377.81,59462.58,59406.84,59437.67,7.25855672,1618709340
2021-04-18 01:30:00,59319.56,59406.84,59406.84,59406.84,10.31487898,1618709400
2021-04-18 01:31:00,59360.61,59433.56,59420.31,59406.42,6.92878179,1618709460
2021-04-18 01:32:00,59380.0,59429.0,59429.0,59425.44,6.68410944,1618709520
2021-04-18 01:33:00,59428.95,59527.09,59527.09,59429.0,10.84482409,1618709580
2021-04-18 01:34:00,59527.09,59634.75,59625.28,59527.09,16.96661882,1618709640
2021-04-18 01:35:00,59533.38,59632.25,59602.54,59625.27,26.72711535,1618709700
2021-04-18 01:36:00,59583.49,59632.25,59615.19,59602.54,13.6487334,1618709760
2021-04-18 01:37:00,59604.83,59692.06,59683.42,59615.19,19.06879081,1618709820
2021-04-18 01:38:00,59675.4,59728.8,59719.11,59683.42,11.42711079,1618709880
2021-04-18 01:39:00,59659.41,59721.19,59673.05,59721.19,5.06231832,1618709940
2021-04-18 01:40:00,59660.44,59762.73,59707.98,59668.31,5.50459386,1618710000
2021-04-18 01:41:00,59691.26,59769.54,59729.99,59708.44,9.13405683,1618710060
2021-04-18 01:42:00,59676.88,59743.06,59713.65,59729.98,10.06047518,1618710120
2021-04-18 01:43:00,59632.55,59721.19,59644.65,59713.65,10.06530173,1618710180
2021-04-18 01:44:00,59644.65,59732.63,59672.29,59644.66,5.8707236,1618710240
2021-04-18 01:45:00,59629.83,59683.52,59629.84,59677.81,9.23594751,1618710300
2021-04-18 01:46:00,59550.0,59629.84,59550.0,59629.84,6.43761702,1618710360
2021-04-18 01:47:00,59500.01,59572.96,59567.53,59555.59,10.98120558,1618710420
2021-04-18 01:48:00,59513.03,59581.56,59542.09,59567.53,9.46948681,1618710480
2021-04-18 01:49:00,59414.62,59542.79,59414.63,59542.08,8.94635032,1618710540
2021-04-18 01:50:00,59402.09,59498.0,59420.59,59414.62,9.91662726,1618710600
2021-04-18 01:51:00,59326.28,59427.75,59366.56,59424.25,14.62435703,1618710660
2021-04-18 01:52:00,59361.83,59446.71,59391.18,59366.56,13.03241493,1618710720
2021-04-18 01:53:00,59391.18,59485.6,59483.14,59391.18,10.19465124,1618710780
2021-04-18 01:54:00,59355.19,59491.39,59375.35,59483.14,7.82372506,1618710840
2021-04-18 01:55:00,59294.13,59384.92,59303.37,59375.35,14.63450932,1618710900
2021-04-18 01:56:00,59225.94,59309.0,59292.17,59303.25,13.40389601,1618710960
2021-04-18 01:57:00,59160.01,59291.03,59213.23,59290.46,12.15945655,1618711020
2021-04-18 01:58:00,59184.6,59347.15,59283.83,59207.23,6.80677969,1618711080
2021-04-18 01:59:00,59265.86,59349.8,59281.72,59283.82,9.52807372,1618711140
2021-04-18 02:00:00,59187.35,59281.73,59221.72,59281.73,13.7790236,1618711200
2021-04-18 02:01:00,59195.5,59404.99,59404.99,59221.72,9.06729607,1618711260
2021-04-18 02:02:00,59380.85,59438.58,59394.65,59404.98,8.72563734,1618711320
2021-04-18 02:03:00,59336.48,59412.99,59336.48,59394.65,11.72035307,1618711380
2021-04-18 02:04:00,59322.0,59401.59,59333.74,59336.48,11.64122877,1618711440
2021-04-18 02:05:00,59326.82,59367.13,59357.67,59333.74,6.48662349,1618711500
2021-04-18 02:06:00,59357.66,59493.3,59490.75,59357.67,10.30967816,1618711560
2021-04-18 02:07:00,59467.88,59498.46,59474.17,59490.62,9.02421711,1618711620
2021-04-18 02:08:00,59398.96,59521.55,59398.96,59474.18,14.43332864,1618711680
2021-04-18 02:09:00,59400.44,59480.82,59471.64,59400.44,5.41813892,1618711740
2021-04-18 02:10:00,59423.46,59478.57,59443.25,59465.29,5.85346748,1618711800
2021-04-18 02:11:00,59284.76,59449.9,59315.31,59443.24,23.17392917,1618711860
2021-04-18 02:12:00,59293.86,59367.45,59293.87,59315.31,8.16118208,1618711920
2021-04-18 02:13:00,59150.0,59293.86,59182.13,59293.86,27.9709618,1618711980
2021-04-18 02:14:00,59168.84,59224.76,59224.76,59177.65,6.60256635,1618712040
2021-04-18 02:15:00,59160.61,59224.76,59178.23,59224.76,11.69275591,1618712100
2021-04-18 02:16:00,59059.9,59178.23,59078.43,59178.23,34.86546019,1618712160
2021-04-18 02:17:00,59000.0,59078.43,59000.0,59078.43,56.80107712,1618712220
2021-04-18 02:18:00,58736.57,59000.01,58901.29,59000.0,240.98363394,1618712280
2021-04-18 02:19:00,58677.77,58898.0,58738.38,58892.51,92.02231602,1618712340
2021-04-18 02:20:00,58698.12,58888.79,58872.98,58731.23,15.04011947,1618712400
2021-04-18 02:21:00,58866.03,58983.42,58970.1,58887.63,17.14699565,1618712460
2021-04-18 02:22:00,58925.01,59031.92,59013.83,58970.1,11.31304464,1618712520
2021-04-18 02:23:00,58912.29,59101.81,58937.31,59021.0,31.16039912,1618712580
2021-04-18 02:24:00,58875.67,58965.45,58897.72,58933.56,19.09770116,1618712640
2021-04-18 02:25:00,58891.95,58993.32,58943.25,58897.72,9.04766546,1618712700
2021-04-18 02:26:00,58925.01,58986.69,58982.32,58943.25,9.99413989,1618712760
2021-04-18 02:27:00,58981.07,59064.7,59052.59,58982.32,8.18614156,1618712820
2021-04-18 02:28:00,59046.0,59099.2,59077.66,59052.59,5.98912623,1618712880
2021-04-18 02:29:00,59066.52,59128.2,59128.2,59077.66,11.11122657,1618712940
2021-04-18 02:30:00,58954.68,59144.18,58977.23,59128.2,17.63759735,1618713000
2021-04-18 02:31:00,58997.33,59139.46,59131.23,58997.34,8.39072278,1618713060
2021-04-18 02:32:00,59116.11,59195.28,59154.74,59130.18,11.16600809,1618713120
2021-04-18 02:33:00,59071.23,59168.35,59168.35,59156.07,7.18080738,1618713180
2021-04-18 02:34:00,59158.07,59222.0,59220.63,59168.35,10.75485072,1618713240
2021-04-18 02:35:00,59100.0,59220.63,59190.84,59220.63,6.93291561,1618713300
2021-04-18 02:36:00,59188.22,59220.63,59220.62,59189.36,12.3659716,1618713360
2021-04-18 02:37:00,59168.91,59220.63,59168.92,59220.63,2.87304383,1618713420
2021-04-18 02:38:00,59168.9,59213.28,59187.62,59168.92,9.09753458,1618713480
2021-04-18 02:39:00,59077.0,59190.98,59077.01,59186.26,8.42099766,1618713540
2021-04-18 02:40:00,58926.17,59077.01,58935.46,59077.01,16.18351194,1618713600
2021-04-18 02:41:00,58858.49,58977.81,58860.51,58935.46,17.83661259,1618713660
2021-04-18 02:42:00,58856.35,58929.53,58857.86,58862.46,10.68992489,1618713720
2021-04-18 02:43:00,58830.02,58895.55,58830.02,58857.82,9.11200611,1618713780
2021-04-18 02:44:00,58779.01,58893.68,58879.72,58830.02,19.0433277,1618713840
2021-04-18 02:45:00,58879.72,59072.07,59065.55,58879.72,15.19937679,1618713900
2021-04-18 02:46:00,59034.84,59135.59,59078.97,59065.55,14.48998798,1618713960
2021-04-18 02:47:00,58974.93,59078.98,59014.66,59078.98,10.34273732,1618714020
2021-04-18 02:48:00,58910.27,59013.75,58990.01,59013.75,6.68009358,1618714080
2021-04-18 02:49:00,58830.4,58990.01,58904.67,58990.0,9.49726056,1618714140
2021-04-18 02:50:00,58779.0,58905.36,58815.13,58904.67,28.9087227,1618714200
2021-04-18 02:51:00,58712.08,58932.04,58922.81,58815.13,35.11745124,1618714260
2021-04-18 02:52:00,58824.19,58987.31,58824.19,58926.22,17.14108608,1618714320
2021-04-18 02:53:00,58760.3,58848.01,58766.0,58843.69,12.64366102,1618714380
2021-04-18 02:54:00,58671.0,58775.75,58702.36,58766.01,21.24058246,1618714440
2021-04-18 02:55:00,58680.68,58831.71,58818.13,58702.36,16.64160818,1618714500
2021-04-18 02:56:00,58652.0,58818.53,58656.44,58818.52,24.8661747,1618714560
2021-04-18 02:57:00,58652.62,58869.65,58851.62,58657.15,43.35649574,1618714620
2021-04-18 02:58:00,58826.56,58989.03,58964.06,58850.18,14.66577459,1618714680
2021-04-18 02:59:00,58839.3,58988.06,58849.46,58962.82,11.58152329,1618714740
2021-04-18 03:00:00,58849.46,58956.0,58901.52,58849.46,9.49424853,1618714800
2021-04-18 03:01:00,58832.75,58990.01,58957.68,58901.53,10.35189325,1618714860
2021-04-18 03:02:00,58926.62,59036.84,59036.83,58957.69,15.20934341,1618714920
2021-04-18 03:03:00,58977.35,59036.84,59013.93,59036.83,15.27106103,1618714980
2021-04-18 03:04:00,58830.44,59025.61,58830.44,59013.93,9.50937875,1618715040
2021-04-18 03:05:00,58650.0,58870.76,58673.15,58829.61,38.58312991,1618715100
2021-04-18 03:06:00,58603.0,58699.17,58620.65,58658.35,67.91563089,1618715160
2021-04-18 03:07:00,58523.01,58706.32,58539.34,58620.64,38.13351041,1618715220
2021-04-18 03:08:00,58501.0,58587.97,58537.13,58545.7,42.33949909,1618715280
2021-04-18 03:09:00,58504.62,58673.98,58573.44,58531.62,22.43583456,1618715340
2021-04-18 03:10:00,58391.91,58570.51,58410.08,58565.77,98.70672434,1618715400
2021-04-18 03:11:00,58281.0,58399.19,58315.35,58399.19,63.21717195,1618715460
2021-04-18 03:12:00,58278.02,58443.46,58427.07,58310.97,29.59895937,1618715520
2021-04-18 03:13:00,58405.57,58501.3,58405.57,58427.06,48.1722707,1618715580
2021-04-18 03:14:00,58324.28,58499.51,58499.51,58405.58,24.09857541,1618715640
2021-04-18 03:15:00,58300.0,58500.0,58300.01,58488.73,27.08088156,1618715700
2021-04-18 03:16:00,58278.0,58413.84,58322.81,58300.01,28.04656947,1618715760
2021-04-18 03:17:00,58100.0,58322.81,58149.64,58322.81,66.49530968,1618715820
2021-04-18 03:18:00,58000.0,58149.68,58033.04,58142.66,104.0284676,1618715880
2021-04-18 03:19:00,57662.94,58033.03,57672.54,58033.03,324.61174466,1618715940
2021-04-18 03:20:00,56317.35,57665.01,56379.53,57665.01,524.26135118,1618716000
2021-04-18 03:21:00,55000.0,56481.64,55000.01,56481.64,526.28921695,1618716060
2021-04-18 03:22:00,55000.0,56454.53,55963.94,55000.0,371.13635612,1618716120
2021-04-18 03:23:00,55454.03,56239.65,55709.63,55950.58,230.05442222,1618716180
2021-04-18 03:24:00,55634.97,56500.0,56372.02,55709.35,142.6389899,1618716240
2021-04-18 03:25:00,55898.39,56500.0,56129.36,56369.59,213.82256337,1618716300
2021-04-18 03:26:00,56021.66,56500.0,56353.51,56137.6,117.1408439,1618716360
2021-04-18 03:27:00,56279.31,56792.08,56395.12,56339.93,148.55333548,1618716420
2021-04-18 03:28:00,56383.85,56734.69,56694.12,56395.12,110.36152244,1618716480
2021-04-18 03:29:00,56556.38,56799.11,56587.1,56693.86,88.52734762,1618716540
2021-04-18 03:30:00,56013.03,56617.29,56022.12,56587.63,212.06933579,1618716600
2021-04-18 03:31:00,55878.07,56098.89,55921.35,56019.06,108.66737913,1618716660
2021-04-18 03:32:00,55568.26,55923.65,55619.72,55921.35,136.4474347,1618716720
2021-04-18 03:33:00,54777.68,56257.57,54777.68,55614.21,295.73358953,1618716780
2021-04-18 03:34:00,52697.5,54788.42,52700.23,54777.93,454.85629557,1618716840
2021-04-18 03:35:00,51300.0,53269.16,52433.72,52745.26,530.29782987,1618716900
2021-04-18 03:36:00,52027.37,52903.82,52456.07,52434.3,366.41781585,1618716960
2021-04-18 03:37:00,52349.6,53956.13,53104.66,52456.07,266.25311545,1618717020
2021-04-18 03:38:00,52977.84,54500.0,53626.49,53048.98,209.42056116,1618717080
2021-04-18 03:39:00,53374.49,54887.98,54695.02,53626.5,161.25265201,1618717140
2021-04-18 03:40:00,54527.28,56784.1,55318.1,54587.91,210.16628622,1618717200
2021-04-18 03:41:00,54000.0,55342.07,54248.33,55342.07,203.48157494,1618717260
2021-04-18 03:42:00,53774.49,54373.09,54244.37,54248.33,127.36119408,1618717320
2021-04-18 03:43:00,54227.59,54897.04,54865.38,54244.65,147.06219897,1618717380
2021-04-18 03:44:00,54225.0,54949.27,54939.08,54897.04,97.55350055,1618717440
2021-04-18 03:45:00,54907.34,55555.0,55379.61,54918.78,106.20540176,1618717500
2021-04-18 03:46:00,54891.27,55575.31,55000.62,55388.42,191.1379683,1618717560
2021-04-18 03:47:00,54519.63,55009.94,54805.01,55000.63,102.0789334,1618717620
2021-04-18 03:48:00,53999.0,54830.7,54046.38,54805.01,143.82072913,1618717680
2021-04-18 03:49:00,53904.34,54436.75,54297.11,54031.55,119.9412935,1618717740
2021-04-18 03:50:00,54265.86,54682.01,54615.24,54296.75,117.61160118,1618717800
2021-04-18 03:51:00,54500.01,54870.58,54821.54,54615.24,73.65035929,1618717860
2021-04-18 03:52:00,54821.54,55276.0,55267.65,54848.15,123.77017546,1618717920
2021-04-18 03:53:00,55082.01,55532.9,55499.28,55265.52,136.53851443,1618717980
2021-04-18 03:54:00,55292.44,55663.7,55563.66,55499.85,120.23311979,1618718040
2021-04-18 03:55:00,55510.15,55728.43,55629.56,55594.63,131.00021766,1618718100
2021-04-18 03:56:00,55222.5,55629.56,55397.22,55628.64,108.04514195,1618718160
2021-04-18 03:57:00,55100.0,55700.0,55690.57,55396.69,144.54483219,1618718220
2021-04-18 03:58:00,55500.0,56219.73,56183.32,55690.57,140.05336208,1618718280
2021-04-18 03:59:00,56117.39,56549.24,56396.39,56213.45,96.36952061,1618718340
2021-04-18 04:00:00,56100.0,56475.11,56431.08,56396.39,123.3149511,1618718400
2021-04-18 04:01:00,56150.0,56580.62,56162.9,56402.26,131.63285341,1618718460
2021-04-18 04:02:00,56000.0,56336.1,56033.36,56162.9,82.17090876,1618718520
2021-04-18 04:03:00,55877.16,56247.41,56009.34,56033.36,70.88041028,1618718580
2021-04-18 04:04:00,55700.0,56079.48,55721.04,56009.94,62.74837766,1618718640
2021-04-18 04:05:00,55400.0,55804.56,55499.98,55727.95,115.68346253,1618718700
2021-04-18 04:06:00,55460.57,56278.72,56232.98,55499.98,97.02567831,1618718760
2021-04-18 04:07:00,56127.75,56500.0,56382.07,56232.98,65.56783136,1618718820
2021-04-18 04:08:00,56018.39,56488.0,56305.49,56382.07,58.05957674,1618718880
2021-04-18 04:09:00,56197.56,56889.81,56628.2,56305.49,89.12468119,1618718940
2021-04-18 04:10:00,56533.84,56907.0,56825.52,56628.2,74.41473705,1618719000
2021-04-18 04:11:00,56554.82,56845.7,56554.83,56820.98,84.86741355,1618719060
2021-04-18 04:12:00,56109.01,56641.61,56296.21,56554.83,83.21938863,1618719120
2021-04-18 04:13:00,55900.0,56417.15,56248.24,56296.21,96.1187908,1618719180
2021-04-18 04:14:00,56229.2,56417.15,56416.75,56248.24,56.03134288,1618719240
2021-04-18 04:15:00,56405.23,56618.28,56596.14,56416.75,54.76180746,1618719300
2021-04-18 04:16:00,56527.9,56700.0,56652.74,56581.87,56.98789431,1618719360
2021-04-18 04:17:00,56422.67,56652.75,56500.0,56652.08,51.57875663,1618719420
2021-04-18 04:18:00,56400.0,56779.54,56729.65,56500.0,79.79913837,1618719480
2021-04-18 04:19:00,56556.67,56847.81,56563.3,56729.65,63.21837371,1618719540
2021-04-18 04:20:00,56339.62,56559.75,56428.99,56559.75,56.61283439,1618719600
2021-04-18 04:21:00,56200.47,56435.44,56271.54,56428.99,61.19583975,1618719660
2021-04-18 04:22:00,55932.11,56339.94,55979.49,56275.68,52.57798389,1618719720
2021-04-18 04:23:00,55979.48,56425.6,56210.29,55979.49,61.54587435,1618719780
2021-04-18 04:24:00,56000.0,56256.51,56053.27,56231.12,53.82757146,1618719840
2021-04-18 04:25:00,55873.12,56111.46,56000.0,56053.27,62.46655481,1618719900
2021-04-18 04:26:00,55887.73,56299.93,56213.14,56000.0,47.66083652,1618719960
2021-04-18 04:27:00,55912.43,56300.0,56023.96,56231.2,39.15096876,1618720020
2021-04-18 04:28:00,55660.48,56089.96,55835.13,56021.15,76.17001526,1618720080
2021-04-18 04:29:00,55658.68,55919.78,55895.08,55835.13,43.87565558,1618720140
2021-04-18 04:30:00,55759.53,56278.73,56256.3,55895.09,103.10241281,1618720200
2021-04-18 04:31:00,56183.47,56331.16,56236.37,56253.04,29.9910056,1618720260
2021-04-18 04:32:00,56139.49,56269.14,56269.14,56236.37,49.00845174,1618720320
2021-04-18 04:33:00,56150.0,56447.0,56431.45,56269.13,50.93402963,1618720380
2021-04-18 04:34:00,56252.49,56500.0,56363.61,56431.45,53.40185874,1618720440
2021-04-18 04:35:00,55839.28,56395.38,55915.33,56363.61,98.19239748,1618720500
2021-04-18 04:36:00,55873.58,56151.3,55947.76,55915.33,48.69251434,1618720560
2021-04-18 04:37:00,55845.94,56207.31,56083.57,55960.5,24.5802813,1618720620
2021-04-18 04:38:00,55970.34,56125.0,56074.04,56102.53,27.88789603,1618720680
2021-04-18 04:39:00,55814.79,56067.45,55860.0,56066.86,26.81189289,1618720740
2021-04-18 04:40:00,55567.82,55860.0,55567.82,55860.0,33.47933048,1618720800
2021-04-18 04:41:00,55420.0,55797.15,55451.17,55567.82,77.5219064,1618720860
2021-04-18 04:42:00,54943.37,55451.17,55161.24,55451.17,122.3329449,1618720920
2021-04-18 04:43:00,55120.14,55522.0,55522.0,55161.24,43.7999295,1618720980
2021-04-18 04:44:00,55187.38,55673.36,55443.45,55522.0,21.87159083,1618721040
2021-04-18 04:45:00,55271.58,55800.26,55776.98,55482.83,28.23974761,1618721100
2021-04-18 04:46:00,55520.0,55801.02,55600.0,55797.89,16.14830982,1618721160
2021-04-18 04:47:00,55434.61,55677.57,55677.57,55600.0,19.8056121,1618721220
2021-04-18 04:48:00,55643.92,55796.52,55691.26,55677.56,24.66598751,1618721280
2021-04-18 04:49:00,55352.0,55768.02,55434.22,55690.76,79.43310883,1618721340
2021-04-18 04:50:00,55228.3,55499.0,55483.48,55433.89,33.42736765,1618721400
2021-04-18 04:51:00,55327.11,55498.99,55471.64,55462.57,50.50197829,1618721460
2021-04-18 04:52:00,55169.08,55481.49,55206.04,55481.19,32.6093585,1618721520
2021-04-18 04:53:00,55149.18,55302.97,55288.0,55219.05,20.88225096,1618721580
2021-04-18 04:54:00,54898.35,55350.25,54917.41,55288.0,50.99627236,1618721640
2021-04-18 04:55:00,54750.0,54916.92,54863.59,54914.39,42.39014848,1618721700
2021-04-18 04:56:00,54821.77,55183.63,55036.85,54867.42,36.25186326,1618721760
2021-04-18 04:57:00,54773.13,55046.67,54792.24,55036.84,42.36159277,1618721820
2021-04-18 04:58:00,54743.22,55000.0,54950.14,54794.59,32.81173176,1618721880
2021-04-18 04:59:00,54905.0,55100.0,54986.39,54945.85,38.40198714,1618721940
2021-04-18 05:00:00,54852.93,55182.26,55182.26,54988.16,36.24211235,1618722000
2021-04-18 05:01:00,55182.25,55356.35,55356.35,55182.25,25.84857882,1618722060
2021-04-18 05:02:00,55291.51,55475.74,55409.57,55344.01,34.5129797,1618722120
2021-04-18 05:03:00,55407.04,55608.67,55584.28,55407.44,20.98751532,1618722180
2021-04-18 05:04:00,55452.38,55621.99,55604.43,55584.29,26.26862896,1618722240
2021-04-18 05:05:00,55604.43,55771.26,55679.1,55604.43,29.74370282,1618722300
2021-04-18 05:06:00,55678.7,55899.0,55719.93,55700.62,35.34494141,1618722360
2021-04-18 05:07:00,55527.16,55869.9,55547.18,55719.93,41.39763828,1618722420
2021-04-18 05:08:00,55353.45,55749.0,55726.67,55547.18,56.88985373,1618722480
2021-04-18 05:09:00,55707.37,55902.65,55870.67,55724.48,49.16147194,1618722540
2021-04-18 05:10:00,55601.35,55899.0,55687.36,55864.28,30.17076697,1618722600
2021-04-18 05:11:00,55621.2,55805.92,55765.22,55687.35,21.92379937,1618722660
2021-04-18 05:12:00,55639.28,55795.91,55734.14,55771.07,21.89220105,1618722720
2021-04-18 05:13:00,55709.04,55805.92,55805.92,55734.14,21.65924497,1618722780
2021-04-18 05:14:00,55709.04,55830.81,55812.82,55805.92,25.63472034,1618722840
2021-04-18 05:15:00,55805.92,55896.29,55850.01,55812.82,38.85778939,1618722900
2021-04-18 05:16:00,55639.58,55850.0,55639.59,55850.0,41.72004243,1618722960
